"RegNo","Category1","Category2","Genre1","Genre2","Genre3","Latitude","Longitude","Name","ZipCode","Adress1","Adress2","Adress3","Adress4","BusinessTime","RegularHoliday","Tel","Email","BarrierFree","BarrierFreeOther","OfficialSite","URL","URL2","Remarks","WiFiAvailability","SSID","WiFiUseLocation","EncryptionFlag","AuthenticationFlag","FilteringFlag","ChargingOutletFlag","CarrierWiFi","PR","Access","ParkingFlag","ParkingInformation","Credit","CreditList","Photo1","Photo2","Photo3","ForeignLanguages","ForeignLanguagesOther","Gourmet","TotalSseats","PrivateRoom","Budget","Cigarette","ChildSupport","ChildSupportOther","TatamiRoom","ForeignLanguageMenu","Vegetarian","KindHotSpring","Facilities","FacilitiesOther","BathingFee","TimeToEnjoy","ExperienceFee","AccommodationFee","TypeRoom","HotSpringsFlag","HotSpringsUtilizationTime","PickUp","TVViewing","CurrencyExchange","OverseasATM","DutyFree","Delivery","Pictogram1","Pictogram2","Pictogram3","Pictogram4","Pictogram5","Pictogram6","Pictogram7","Pictogram8","Pictogram9","Pictogram10","Coupon","CouponDescription","IntroductionVideo","ElectronicData1","ElectronicData2","ElectronicData1Description","ElectronicData2Description","Notice","Halal","SearchTag","Remarks1","Remarks2","Remarks3","DispFlg","TimeStamp"
"100141","くらし","","","生活一般／スクール・習い事／子育て・教育","","33.105492","130.098884","鹿島市生涯学習センター「エイブル」","849-1312","佐賀県","鹿島市","大字納富分","2700-1","火～金 9:00～22:00<br />土、日、祝日 9:00～17:00","毎週月曜日、祝日の翌日、年末年始","0954-63-2138","able1@po.asunet.ne.jp","スロープあり／身障者等用駐車場／身障者用トイレ／身障者オストメイト","","http://kashima-able.com/","https://www.facebook.com/pages/一般財団法人-鹿島市民立生涯学習文化振興財団/1542064159362046","https://twitter.com/kashimacc","（図書館）https://www.library.city.kashima.saga.jp/","1","kashima123","2","1","2","1","2","docomo／softbank／au","鹿島市生涯学習センター「エイブル」は、鹿島市より指定管理を受託した一般財団法人鹿島市民立生涯学習・文化振興財団が運営しております。<br />当財団は鹿島市民図書館・生涯学習センターエイブル・鹿島市民会館を運営しております。<br />市民自らの力で学び合い教え合いながら豊かな暮らしを実現するために多世代にわたり幅広いサービスに努めています。<br />さらに、他の文化・社会施設との連携も深めています。お気軽にお出かけください。","ＪＲ長崎本線肥前鹿島駅から徒歩20分","1","無料（40台）、隣に鹿島市役所無料大駐車場有","2","","100141_1.jpg","100141_2.jpg","100141_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","question_and_answer.png","information.png","toilets.png","accessible_facility.png","accessible_slope.png","coin_lockers.png","telephone.png","nursery.png","bicycle.png","parking.png","","","","","","","","","","","","","","1","2017/03/30 18:55:31"
"100142","くらし","","","住宅・不動産","","33.444877","129.96527","アート不動産株式会社","847-0043","佐賀県","唐津市","新興町","125","9:00～19:00","月曜日","0955-74-3539","art.fudousann@hb.tp1.jp","","","http://karatsu-art.co.jp","","","","1","heart","1","1","2","2","2","","","","1","無料（１台）","2","","100142_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","parking.png","","","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:56:38"
"100143","グルメ","","居酒屋","","","33.281081","130.269748","居酒屋 なお八屋","849-0937","佐賀県","佐賀市","鍋島","3-2-9","18:00～24:00","不定休","0952-33-8224","","","","","","","","1","","1","2","2","2","2","","なお八屋は全室個室になっており、メニューも刺身、串焼、串揚、一品料理などいろいろなメニューを取り揃えております。ぜひ一度ご来店下さい。","佐賀大学医学部から徒歩５分","1","無料（６台）","2","","100143_1.jpg","100143_2.jpg","","","","","30席","あり（５部屋）","夜2,500円から","喫煙可","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:58:07"
"100144","買い物","","","","","33.216470","130.162673","イオン江北店","849-0501","佐賀県","杵島郡江北町","大字山口","1223","8:00～22:00（専門店は店によって営業時間が異なります。各お店にお尋ね下さい）","なし","0952-86-5511","","身障者等用駐車場／身障者用トイレ","","http://www.aeon-kyushu.info","","","","1","AEON","2","2","1","2","2","","イオン江北店直営売場の営業時間は、食品ゾーンは朝8時～夜11時､衣料、住居余暇ゾーンは朝9時～22時までとなっております。<br />専門店については店舗により営業時間が異なりますので、各専門店へお問い合わせ下さい。","ＪＲ肥前山口駅から徒歩７分","1","無料（約1,000台）","1","VISA／Master／AMEX／JCB／銀聯／Diners","100144_1.jpg","100144_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","1","国内配送可","information.png","toilets.png","accessible_facility.png","bicycle.png","parking.png","coffee_shop.png","shop.png","pharmacy.png","","","","","","","","","","","","","","","","1","2017/03/30 18:59:39"
"100145","買い物","","","","","33.436885","130.012443","イオン唐津店","847-0022","佐賀県","唐津市","鏡","4671","8:00～22:00（専門店の営業時間は店舗により異なります。各店舗にお尋ね下さい）","なし","0955-70-6200","","身障者等用駐車場／身障者用トイレ","","http://www.aeon-kyushu.info","","","","1","AEON","2","2","1","2","2","","イオン唐津店は、イオン唐津店を核に42の専門店が並びし直営売場はシニアマーケットに対応した品揃えを行っております。<br />サービス面では、65歳以上向けのゆうゆうワオンカード会員であれば、誰でも利用できる休憩スペース「ゆうゆう広場」を設置しシニアの憩いの場となっております。<br />2015年1月24日よりご当地WAON、唐津からワオンカードも発売致しております。専門店と一部の直営売場は営業時間が異なります。","ＪＲ筑肥線虹の松原駅より徒歩５分（唐津駅から200円）<br />シャトルバス「イオン号」で唐津市街地より約20分前後（ただし、運行時間・発車場所は要確認下さい。）","1","無料","1","VISA／Master／AMEX／JCB／銀聯／Diners","100145_1.jpg","100145_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","1","国内配送可","toilets.png","accessible_facility.png","bus_busstop.png","taxi_taxistop.png","parking.png","restaurant.png","coffee_shop.png","shop.png","pharmacy.png","barber.png","","","","","","","","","","","","","","1","2017/03/30 19:02:01"
"100146","くらし","","","生活一般","","33.263515","130.099185","有限会社ジャンボヤマタ","846-0031","佐賀県","多久市","多久町","580-119","8:30～17:30","土曜日、日曜日","0952-74-4195","","段差なし","","","","","","1","j-yamata","2","1","2","2","2","","ジャンボヤマタは健康提案型企業を目指します。<br />地域のコミュニケーションを通して、「家族の健康」をテーマによりよい商品を皆様に提供します。<br />ジャンボヤマタは働く女性の組織です。","","1","無料","2","","100146_1.jpg","100146_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:02:59"
"100147","買い物","","","","","33.253587","130.299577","株式会社 佐賀玉屋","840-8580","佐賀県","佐賀市","中の小路","2-5","10:00～18:30","不定休","0952-24-1151","info@saga-tamaya.co.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://www.saga-tamaya.co.jp","","","","1","SSID","2","1","1","1","1","","私たち佐賀玉屋は「百貨店とは、地域の皆様にたいしして、生活に必要なモノだけではなく、さまざまな情報を提供していく役割を持たなければならない」と考えております。<br />そうした中、佐賀玉屋はお客様の立場に立った店づくりを推進し、地域のお客様から愛され親しまれ、頼りにされる地域密着型の新しい百貨店づくりを目指します。","","1","無料、玉屋立体駐車場、第一駐車場ご利用の場合最初の２時間無料サ－ビス。<br />その他契約駐車場、お買上げレシートで駐車サービス券発行。","1","VISA／Master／AMEX／JCB／Diners","100147_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","information.png","toilets.png","accessible_facility.png","accessible_slope.png","cash_service.png","telephone.png","parking.png","coffee_shop.png","shop.png","consent.png","","","","","","","","","","","","","","1","2017/03/30 19:04:36"
"100148","買い物","","","","","33.438008","130.015483","Aコープ虹の松原店","847-0022","佐賀県","唐津市","鏡","4203-1","9:30～21:00","不定休","0955-77-6110","","身障者等用駐車場／身障者用トイレ","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（121台）","1","VISA／Master／AMEX／JCB","100148_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","bicycle.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:17:51"
"100149","買い物","","","","","33.239955","130.301722","Aコープ城南店","840-0023","佐賀県","佐賀市","本庄町大字袋","353-1","9:30～21:00","不定休","0952-29-5131","","身障者等用駐車場／身障者用トイレ","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（80台）","1","VISA／Master／AMEX／JCB","100149_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","telephone.png","bus_busstop.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","1","2017/03/30 19:17:39"
"100150","買い物","","","","","33.445843","129.962770","Aコープからつ店","847-0817","佐賀県","唐津市","熊原町","3110","9:30～21:00","不定休","0955-73-5131","","身障者等用駐車場／身障者用トイレ","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（100台）","1","VISA／Master／AMEX／JCB","100150_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:17:26"
"100151","買い物","","","","","33.396133","129.976836","Aコープやまもと店","847-0002","佐賀県","唐津市","山本","1390","9:30～21:00","不定休","0955-78-2211","","身障者等用駐車場","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（110台）","1","VISA／Master／AMEX／JCB","100151_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:17:12"
"100152","買い物","","","","","33.442348","129.817192","Aコープはぴる肥前店","847-1526","佐賀県","唐津市","肥前町入野甲","1968","9:30～20:00","不定休","0955-51-6110","","身障者等用駐車場","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（80台）","1","VISA／Master／AMEX／JCB","","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:16:42"
"100153","買い物","","","","","33.266459","129.880818","Aコープいまり店","848-0027","佐賀県","伊万里市","立花町","1326-2","9:00～20:30","不定休","0955-22-3233","","身障者等用駐車場","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（140台）","2","","","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:16:26"
"100154","買い物","","","","","33.213441","129.849103","Aコープブリス店","849-4153","佐賀県","西松浦郡","有田町立部","2264-1","9:00～20:30","不定休","0955-46-5111","","身障者等用駐車場","","http://acoop-saga.saga-ja.jp/","","","","1","free-wifi","1","2","2","1","2","","","","1","無料（80台）","2","","100154_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 19:16:02"
